text,label
NERE SEASWW sea as. Me. Me,2
sieg heil,2
should i get vaccinated if i already got covid-19,2
is PERSON behind the vaccines,2
"i got covid, what sould i do?",2
what?,2
Should I let my children be around unvaccinated children,2
can i carry the virus if i have my two vaccines,2
Is the vaccine worse than the flu virus,2
What is the dominant variant?,2
tell me the weather,2
What is the CDC guidance for wearing masks?,2
PERSON puoi dirmi sui vaccini COVID-19?,2
Do vaccinated and unvaccinated people spread covid equally?,2
Are vaccines effective against the Delta variant?,2
Novavax covid vaccine?,2
What is the efficacy of Moderna vaccine?,2
can you get covid from surfaces,2
Is covid 19 man made,2
What age,2
incubation,2
how long are vaccine effective,2
"If I get a vaccine, will I be able to beat PERSON in dominoes?",2
Won't the novavax  vaccine be safer than the mrna vaccines?,2
how well does j and j work,2
negative sym,2
is the vaccine safe in pregnancy,2
impressive,2
what the vaccines,2
"If I already had COVID-19, should I get the vaccine?",2
Does the vaccine work against other strains,2
what do you think about astrazeneca?,2
astrazeneka,2
Will Pfizer vaccine prevent me from getting Delta variant?,2
Is astra Seneca vaccine safe?,2
What is happening to strengthen the response to vaccines for those who take immunosuppression drugs because of organ transplantation?,2
What should i do in making a covid 19 vaccine?,2
How were the vaccines tested,2
Happy birthday to me. Pls greet ne,2
"Hi chatbot, How hot is hell? Is the vaccine crowded there?",2
What's S-2P antigen?,2
Why should I listen to bill gates?,2
Fine,2
astrazaneca,2
Is there a long term study on the covid 19 vaccine?,2
Is the vaccine safe for people with bowel conditions?,2
Is covid vaccination safe,2
why am i here?,2
How long will I have symptoms?,2
Long term studies,2
Will covid19 vaccine prevent my death?,2
Does the vaccine contain luciferase?,2
Is covid19 more virulent than covid18?,2
Quite again,2
Is this vaccine a form of gene therapy,2
I am 19 years old. What is my chance of death from covid-19,2
What is life?,2
I'm healthy,2
"If I am young and healthy, should I get a COVID vaccine?",2
How's the vaccination going in Brazil?,2
feedback: suggest allowing folks to continue without clicking thumbs up or down or add neutral option,2
survey,2
Are you endorsing people on covid-19?,2
Should I quarantine if I tested negative but have all the signs of COVID,2
Who created the covid virus,2
"Hi,",2
I have multiple sclerosis and underwent aHSCT to halt progression on my disease 4 years ago. I'm concerned that the covid vaccines could trigger a relapse. Should I continue waiting for more data?,2
I'm concerned about my child,2
what if I'm trying to have a baby?,2
how long to vaccine antibodies last,2
Which is the best vacine?,2
breastfeeding baby,2
PERSON vaccine,2
Is Taiwan a country?,2
http://vaxchat.org/assets/images/SMALL_smile-small.png'v=1.1,2
I am concerned about Jews,2
is covid man made?,2
which is the protection period of protection of AstraZeneca and Sputnik V vaccines?,2
What does it mean to mount immunity with the vaccine?,2
what are your favorite peer-reviewed articles about the covid vaccine?,2
What is the differences between a cold and Covid-19?,2
Rare complications might occure within houdrets of thousends not within tens of thousand,2
can I still get covid after I am vaccinated?,2
how long does the protection last?,2
Any data on the use of ivermectin in treating covid,2
what are the risks of being vaccinateds,2
Ace 2,2
sdfvsd,2
ISN'T IT A CONSPIRACY?,2
How many doses of covid vaccine have been given to children in the US,2
Is the vaccine technology new?,2
Why am I bruising so easily.?,2
Are we approaching a fourth wave?,2
Finding vaccines,2
What is in the covid vaccine?,2
Magnet,2
How many people have died from covid,2
how many doses of vaccine have been administered worldwide?,2
how about the people with cancer,2
Do you have work at the Chautauqua Care center,2
What do you know about the studies that confirm waning immunity from Pfizer's Covid vaccine?,2
Hi! I got to this link from a website that specializes in MS. Is this general vaccine advice or specific for those who have MS?,2
what are the side effects of sinovac,2
Is the vaccine safe for my baby?,2
Blood clotting,2
skddks,2
should i get a vaxx if i already had covid,2
Hi chatbot! why i must get a vaccine?,2
Should I get the vaccine of I already have a strong immune system?,2
how many times,2
Does invermectin work to cure covid?,2
Plaquenil,2
Where can i find results of animal trials,2
i have a question for covid19,2
is Pfizer FDA approved,2
are vaccines good,2
Is this the first mRNA vaccine,2
Pfizer vaccine effectiveness,2
Symptoms of covid,2
Can I get Covid after I get the shot,2
nanotubule,2
Is vaccine better than natural immunity from having COVID,2
Bababooey,2
Is there a vaccine against Sars-Cov-2?,2
whats going on with booster shots,2
Can transgender people take the vaccine?,2
Was the EUA legally obtained or did it involve fraudulent data?,2
How does the vaccination rate in France compare with the rest of the world,2
I am afraid of getting sick,2
What do doctors think of the vaccine?,2
Vaccine for delta,2
Why should a healthy person get the vaccine?,2
should i vaccine my baby,2
what are the symptoms of a delta virus infection?,2
Short covid,2
can the pcr test give false positives?,2
What have the most severe side affects been,2
are spike proteins cytotoxic?,2
Does the vaccine provide immunity against covid 19,2
EFFECTS,2
Was the vaccine just one,2
data to show natural immunity,2
Can I get the vaccine if I take blood pressure medication?,2
Let's make out,2
"I already had a bad case of covid, do i need the vaccine?",2
When did the creation of the pfizer vaccine begin?,2
Is one vaccine safer,2
What will the vaccine do?,2
What are the individual ingredients inside the Pfizer covid-19 vaccine?,2
Who is spreading false information about COVID,2
Are you funded by bill gates,2
should I get Covid vaccinated?,2
The flu,2
longtime,2
is monoclonal antibodies better?,2
Will I test positive for antibodies after being vaccinated?,2
i already had coivd do i need this,2
I'm expecting?,2
When can we go back to normal?,2
What does the current VAERS report show for death?,2
Any info on cansino vaccine?,2
"If I have antibodies, do I still need the vaccine for COVID 19",2
booster data,2
I already had COVID. Do I need the vaccine?,2
Which countries have no Covid vaccines?,2
Are adverse events higher than other vaccines,2
How come the jews almost vaccinated everyone in their country but the rest of the world is getting supply shortcuts?,2
how is your day,2
Why get vaccine,2
does this apear in logs,2
How much wood could a woodchuck chuck if a woodchuck could chuck wood?,2
Is vaccin po,2
the vaccine has only been trialed for less than a year,2
gamaleya,2
does the 2nd shot help - can i skip the vaccine,2
how much are the covid vaccine and vaccines for Sars similar?,2
wuhan virus,2
can i still spread covid if I am vaccinated?,2
asl pls,2
Do vaccines prevent transmission,2
are you a female,2
Tuskegee experiments.,2
can i get the vaccine if i was exposed,2
covid positive,2
hello imm bot,2
Why should a previously infected covid-19 convalescent be vaccinated?,2
Is the pfizuvaccine safe,2
have the vaccines had long term trials?,2
Why is the j&j vaccine 1 dose and the others 2 doses?,2
can i get vaccinated with seafood allergy?,2
What is the percentage of effective coverage from Johnson and Johnson against the delta variant,2
Do healthy children need the vaccine?,2
what is the global excess mortality rate since the covid-19 pandemic began?,2
Brazil,2
fetus,2
What are those disease?,2
Does any virus have been isolated and purified along with the PERSON's postulates?,2
What about anaphylaxis,2
Coronavac efficiency,2
what do you think of the vaccine,2
What are the risks of long covid,2
Heart inflammation,2
speed of light,2
How much immunity if already had covid?,2
Is there a list of contraindications to review with MD,2
What about a third shot?,2
Is covid worse than the flu?,2
What are the symptoms of vaccination,2
"Hello, can you tell me a bit of information about the companies producing the vaccines?",2
where can i go to learn more,2
Have these MRNA based vaccines been tried on human before covid19?,2
Is covid 19 virus man made,2
"how much more likely are unvaccinated people to transmit covid, compared to vaccinated people?",2
"No, next time",2
Is the vaccine safe for children?,2
When are the Pfizer Phase III clinical trials expected to end?,2
Does COVID produces much greater immunity than any of the vaccines?,2
need to talk somebody,2
i have the vaccine. can I get sick,2
I have autoimmune,2
What are the benefits of a covid-19 vaccine?,2
Should a person who had a past blood clot (Deep Veins Thrombosis) get the vaccine?,2
Covid mortality rate over 70,2
How many kids are vaccinated in the US,2
Is there a ?live virus? in this vaccine?,2
What is this,2
Why is vaccine approval longer for kids?,2
Difference in Pfizer and moderna vaccine.,2
is sinopharm vaccine trustable?,2
Can I be infected?,2
Have you had the vaccine?,2
Are rtPCR TESTS ACCURATE?,2
What is the conversion rate of COVID vaccination in baltimore city since April  2021,2
does the astra zeneca vaccine prevent me from getting covid?,2
Is this a substitute for medical advice,2
When are phase 3 trials complete?,2
what are the best masks for kids,2
Why don't people get shots?,2
Can vaccinated people spread Covid?,2
What length of time were clinical trials?,2
Are all deaths from covid,2
Are there any dairy or milk products in Pfizer,2
The taste is delicious,2
how many shots is johnson and johnson,2
why should i get the covid vaccine,2
ARE COVID VACCINES SAFE,2
How do I protect myself,2
Does my Pfizer vaccine protect me from the Delta variant?,2
what about fertility?,2
Do you have numbers to support vaccines reduce transmission,2
How effective is AstraZeneca,2
first of all do you speak german?,2
Can you get hep b at the same time,2
Will getting the vaccine give me superpowers,2
Do I have covid,2
Is Sputnik V good?,2
Will Delta affect kids,2
Is the vaccine?,2
is it safe to take a J&J vaccine when you are HIV positive on ART?,2
Does the vaccine work on the delta variant?,2
should i get the vaccine even if i have already had covid 19?,2
What's the difference between indoor and outdoor transmission,2
Is PERSON approved,2
How many people have aids,2
when will we get to herd immunity,2
Why are the pharmaceutical companies not liable for vaccine damages,2
Have you gained sentience?,2
how many people died from covid?,2
My friend wants to use his natural immune system rather than vaccine,2
should people with MS get the booster shot?,2
Germany,2
Do you catch COVID?,2
I'm newly pregnant.  Should I get the vaccine,2
How safe are the Covid vaccines?,2
Why does the SEC filing say mRNA is gene therapy?,2
Are vaccines still in clinical trial?,2
Is it union pressure that is causing the CDC to require masks in schools -where the risk is the lowest?,2
pfizer vaccine efficacy,2
i need girl friend,2
How do I vaxmaxx,2
what is long covid?,2
Hi! What is mRNA?,2
How many people has covid globally?,2
Will this make me gay,2
Is a plant base Covid-19 vaccine available,2
How many people have been vaccinated,2
can I get Covid from a hug?,2
Did bill gates create covid?,2
Will the shot protect me from stds?,2
It is safe?,2
How the vaccine works against new strings,2
Has covid19 vaccine finished its clinical trial?,2
When will non-mRNA vaccines be available in the U.S.?,2
Que idiomas hablas?,2
can i still get covid if i've been vaccinated?,2
what's the diff between AZ and Covishield ?,2
What do you know about Sputnik V,2
High blood pressure,2
What medical epertise does the NAACP have?,2
infection rate explained,2
Does the spike protein affect fertility?,2
How have people who have had covid infection done with vaccine,2
Am I at risk if I'm under 16?,2
Thanks fam,2
can i be vaccinated usinga different method,2
what happens if someone doesn't have the second dose,2
When do the phase 3 trials end,2
What percentage of people who take the vaccine are unable to work the next day due to side-effects?,2
nanotube,2
there are no drugs for treatment?,2
What is vaccine hesitancy?,2
is covid-19 air-borne,2
Whats up,2
what is happening with children's clinical trials?,2
Is the pfizer vaccine better than moderna?,2
Should cancer survivors get the vaccine,2
Allergies,2
Demylenating Disease and Covid 29 vaccination,2
Can potatoes help prevent coronavirus?,2
do i need to wear a mask at the gym?,2
"If we are vaccinated and wearing a mask, can we still get infected?",2
Is PERSON  vaccine safe?,2
What are the risks of myocarditis,2
Why do I need the vaccine if I have had Covid,2
"Why should I, as a 21 year old, get vaccinated?",2
what is up,2
is the vaccine safe to take with penicillin allergy?,2
How is covid related to sars,2
Are lipid nanoparticles safe?,2
PCR test,2
what is a vector vaccine,2
Can I still get the virus even though I've been vaccinated?,2
Should  go to the mountains rhis week,2
what is the oil base of a nanolipid particle,2
Why should I be vaccinated,2
what is your name,2
What are the accepted brands of vaccines?,2
vector vaccine,2
what about ade?,2
Is the vaccine fully safe?,2
When will the vaccines complete safety trials?,2
Can you explain synthom for vaccinate people?,2
big mommy milkies,2
How many Americans are hospitalized with covid today?,2
what happens if i vaccinate while covid positive,2
boosters safe for pregnant women?,2
I already have antibodies. why should I get vaccine?,2
"I had congestive heart failure, how would the vaccine effect my body?",2
what about j&j?,2
How effective is the Moderna vaccine against the Delta variant?,2
"If I have been fully vaccinated, can I transmit COVID-19?",2
Is the vaccine a genetic therapy?,2
How many are there,2
Will Pfizer vaccine work against Delta variant?,2
Will the US reach herd immunity,2
do u lik cricket?,2
Are antibodies from recovering stronger than those from the vaccines?,2
where do variants come from?,2
Is bill gates a demon,2
How effective is novavax against delta variant,2
Which vaccines are effective against the delta variant?,2
Will the vaccine give me metallic powers?,2
What variant of COVID are we dealing with,2
I am young and healthy.  Why do I need to get the vaccine?,2
Vaccine shedding,2
safety,2
What happens to the spike protein the body creates in response to the mRNA?,2
I have three days to live should I get the vaccine,2
I have hearing loss from chemotherapy.  Will the vaccine make my hearing loss and tinnitus worse?,2
"i can't decide if I should get the vaccine, I am generally healthy in my 40s how do i make a good decision",2
Are you a boy or a girl?,2
Do I need to rest after getting the vaccine,2
Do I need a vaccine if I already had covid?,2
Where can i find the insert listing ingredients for the vaccine?,2
can vaccinated people spread covid?,2
PERSON a seguito di inoculazione di vaccino,2
Why you should get vaccinated,2
How many  Vaccinated people  get COVID-19,2
What are symptoms of the virus,2
masks,2
Is eating PERSON helpful against Covid-19?,2
I had covid in September of 2020. Am I still immune?,2
Spike protein causes micro clotting.,2
What is delta plus?,2
I hate shots,2
testing - classifier,2
Emergency approved only,2
"I have RA, will the vaccine be able to protect me since I have a  comprised immune system",2
how long is the vaccine effect?,2
Is the covid vaccine FDA  approved,2
Why young people are less vaccinated?,2
Why can't we just use ivermectin?,2
PERSON I'd eat your hole and taste the abortion,2
testing - I want to drink,2
Covid and tribes,2
what is the difference between natural immunity/antibodies and vaccination?,2
Booster for immune compromised?,2
How many people have not gotten the vaccine yet?,2
What is the small chance?,2
Is the vaccine bad if I don't get the vaccine,2
Was COVID made up?,2
Does Mrna affect dna,2
how is covid-19 in USA now ?,2
Will the virus attack people who write council previews?,2
Is covaxin safe?,2
What about shedders ...will they kill unvaccinated people,2
do air filters help,2
Are the current COVID vaccines effective against the Delta Variant?,2
microtubules,2
How long has mrna been researched?,2
scary,2
How will the pandemic end,2
How do you know they are safe ?,2
Is the vaccine financed by PERSON?,2
Is herd immunity achieved when about 70% of people gets their vaccine?,2
what in the vaccines,2
will i sleep?,2
are young people less likely to get covid,2
Masks are useless,2
what is emergency use authorization,2
Is my natural immunity capable of fighting covid19?,2
Is this a conspiracy to depopulate the world?,2
Is covid caused by 5g radiation,2
How safe is my 1 year old grandson to be around people who refuse the vaccine ?,2
"no, I'm good",2
how was the vacccine debeloped,2
how does the vaccine do in pregnant women?,2
no more,2
Do I have to expect and sid effects?,2
I don't feel informed if covid is dangerous for me. I am a female under 30.,2
Sinopharm es eficiente?,2
what is the difference between a booster and a second shot,2
Didn't help sorry,2
How do I talk to somebody who is vaccine hesident?,2
what has bill gates to do with the vaccine?,2
Do I still have to fear the murder hornets?,2
tylenol,2
Is it safe for me to get Covid vaccine if I want to get pregnant next year?,2
have a vaccine,2
How bad is the delta variant for kids?,2
Welcher Impfstoff ist der beste?,2
Does Pfizer protect from the delta variant,2
Depopulation agenda,2
Actually you have answered my question,2
What if I am pregnant,2
What drugs work after you've contacted the virus,2
Does a young person need to worry about myocarditis,2
change mind,2
Did he,2
What does spike protein do in youre body,2
is the pfizer vaccine safe,2
How accurate are rtPCR tests,2
Is the Johnson & Johnson vaccine safe?,2
How many Latinos are vaccinated against COVID-19 in Maryland,2
virus,2
covid between doses,2
How does the pfizer vaccine work,2
"Im pregnant, will the baby be affected",2
Can you please show me the data for the pregnancy trials,2
PERSON affects can i be,2
Will the fda approve a vaccine,2
Which are the differences between the vaccines ?,2
what is autoimmune complications?,2
Is RNA written back to dna,2
Who says?,2
How effective is Pfizer?,2
should i worry about myocarditis,2
Wie viele PERSON in Deutschland sind ungeimpft?,2
vaccine clotting,2
Why are people scared of the vaccine,2
Are there any studies ref,2
i am 71 yrs old have pre diabetes and am obese.  Should  I get the Pfizer vaccine ?,2
"I got Pfizer vaccine, am I susceptible to Delta variant?",2
Are vaccinations safe?,2
Will the vaccine protect me from the new delta varriant,2
covid symptomps,2
Does covid vaccine prevent transmission?,2
What about long covid?,2
What is the benefit of the vaccine,2
Tell me about ivermectin,2
Hlo good evening,2
Any side effects with the J&J vaccine,2
Can people who are vaccinated catch covid and be hospitalized,2
Do I need the vaccine if I've had Covid-19?,2
Can ivermectin cure covid-19?,2
Can a vaccinated person receive the virus and transmit without getting sick himself?,2
I have nasal allergies and insect urticaria. Is it safe for me to vaccines,2
Is the vaccine safe for People with autoimmune disease,2
Is the spike protein from HIV?,2
how long must I wait after having covid?,2
how safe moderna statistics,2
do you have information in arabic?,2
Okay I have here I have a question to ask,2
Where is from Covid?,2
Are you going back to the house,2
I am not sure if I can get vaccinated,2
After being vaccinated can you still get covid 19,2
How much rare are the reaction?,2
Spike vs nucleocapsid antibodies,2
Tell me about the bio-distribution of the vaccine.,2
What part of the cell do the vaccines enter?,2
How long does natural immunity last compared to vaccine immunity,2
What are the side effects of the vaccines? Which vaccine is the most effective?,2
How many people died from covid in Saudi Arabia this month,2
could I drink after getting vaccitaned,2
Can u catch aids,2
what if my doctor told me not to,2
I got thrombosis,2
How safe is the vaccine with Hashimoto disease,2
Onde posso encontrar uma vacina?,2
bnt,2
are vaccine mandatory?,2
How many years of safety data exist for COVID-19 vaccines?,2
Is sputnik v safe?,2
Who owns the patent for the Pfizer vaccine?,2
how does an mrna vaccine work?,2
Why we have to pay for the vaccine?,2
vaccination against delta varian,2
What is the Johnson and Johnson vaccine made of?,2
What proof is there that Covid is a real threat?,2
What is shedding?,2
immunocompromised,2
The third shot of moderna or pfizer are half or full dose?,2
which vaccine is the bedt,2
can other vaccines be given at the same time as the COVID vaccine,2
I've had covid.  An I immune,2
Is COVID AIRBORNE,2
Are there any side effects?,2
Can non symptomatic Covid positive people infect others,2
Can you clarify what you mean by ?look at the safety concerns??,2
Is third  shot iss,2
"I have had anaphylactic reactions to medicine before, should I get the vaccine?",2
"Even if the vaccines are not used in the U.S., it's interesting to learn of their good and not-so-good sides.",2
Is there a data that compares natural immunity to vaccine immunity?,2
is the phizer vaccine better than moderna?,2
Does the vaccine protect against the delta variant?,2
"I'm healthy, do I need the Covid vaccine?",2
Will vitamin D prevent covid,2
How many cases of COVID have there been in the US in total?,2
do you speak spanish?,2
Yashin to president in Russia,2
Do vaccines work?,2
Can I still get Delta variant after vaccination?,2
Can I breastfeed my baby after vaccination,2
What percentage of the population is vaccinated in the us,2
are all vaccines safe?,2
how long will covid be around,2
How many people died from COVID,2
What is the COVID case breakthrough rate in vaccinated people by age group?,2
I want to obtain the article cited by CNN published by CNN and other news chaannels and quoted by CDC,2
Does the vaccine still reduce transmission?,2
is this approved by the fda?,2
Did the ccp create covid,2
what are the names of the 3 vaccines you mention,2
COVID is no worst than a flu,2
Breakthrough infection rates,2
How many adverse reactions have occurred?,2
what is covid death rate,2
Long term,2
Should I get the vaccine if I have already had covid,2
Which vaccine is effective against the delta variant,2
I have to travel from ireland to london next week. how should i behave?,2
Hi! Is the vaccine recommended for people with autoimmune disease?,2
How to cure Covid,2
What type of antibodies develop,2
How good is Coronavac?,2
OOH OOH AHH AHH AHH,2
My husband is a kidney transplant recipient with diabetes.  Can he be around non vaccinated people,2
tubules,2
Is Project Salus correc?,2
Can I get pregnant after a COVID-19 vaccine?,2
What about booster shots?,2
What masks work and what masks don't work?,2
Are you single?,2
What are COVID-19 vaccines,2
Vaccine candidates targeting N protein,2
what is the usefulness of vaccine ?,2
"mRNA gene therapy is TOXIC, and injure people and in some cases even kill!!!",2
How dangerous is the virus to teens?,2
Are MRNA vaccines safe for people with MS?,2
case breakthrough,2
"Ok, bye",2
Am I gay?,2
"If I get infected after vaccination, can I still infect other people?",2
What is  data?,2
How to prevent covid,2
will covid-19 accelerate the great reset,2
how many adults have had the vaccine?,2
What is the ingredients in the moderna injection,2
Did PERSON kill himself?,2
do vaccines protect against delta variant,2
is the vaccine approved for children?,2
WHY do I need a booster?,2
how do the vaccine work,2
"Moderna or Pfizer,which is better?",2
Can vaccinated individuals spread COVID-19,2
I am taking copaxon for my MS,2
is the covid vaccine safe for adolescents,2
Did you have fun at event 201?,2
Should i travel from ireland to London with my 20 yo son next week,2
When will covid be over,2
Is nausea a common side effect,2
What is the reproduction rate if the virus?,2
Does the vaccine prevent the spread,2
what are the risks associated with carrying the delta variant from fully vaccinated to fully vaccinated,2
Are you a boy?,2
jsdfhasf,2
Does the Pfizer vaccine stop you catching the virus,2
vaccine sites,2
Wie viele PERSON?,2
Do you trust Dr. PERSON?,2
asf,2
Do you know Alexa?,2
Beard mask,2
Name,2
should I get the COVID vaccine?,2
Will the vaccine help to wake up the masses to flat earth?,2
What about antibody enhanced infection,2
Pvizer,2
What about  ?,2
FULLY vaccinated?,2
Yeah,2
If I already had covid 19 and have antibodies why do I need the vaccine,2
does PERSON earn money with vaccines?,2
Is COVID a hoax?,2
what are my chances of dying from COVID,2
Do you like chipotle,2
Pfizer efficacy for delta variant,2
where can I get an antibody test,2
does the vaccine help against other disease,2
Do children carry delta virus ?,2
Can I have the vaccine if I have high blood cell counts,2
how is the vaccin working?,2
Why do the Jews hate white people?,2
can you show me a chart of vaccination rates by education level,2
Are you naked?,2
Are LGBT more at risk for covid?,2
what is a booster?,2
Are you credible,2
COVID has a 99.6% survival rate,2
how many people have died from covid,2
are vaccines safe for kids?,2
Is COVID here to stay?,2
Can a vaccinated person spread Covid,2
why should I get the vaccine,2
What if I'm pregnant?,2
Why are they not treating for antibodies?,2
Can I get long covid even if i am vaccinated?,2
My pee pee itches,2
Has the sars-cov2 virus been isolated in a laboratory ?,2
should i travel from ireland to london next week?,2
countries with highest vaccine ratio,2
Why is the Johnson and Johnson vaccine only one shot,2
How long do I have to quarantine if I test positive?,2
What are the components in each vaccine,2
enlarged heart,2
what is the coverage in the usa?,2
will sinovac be accepted at universities?,2
This guy john thinks that masks should not be a thing.  Why os he so stupid?,2
How likely is it that a fully vaccinated person could transmit COVID-19?,2
can you speak korean,2
Why not early treatment?,2
WHy is the delta variant more dangerous?,2
What brands are there?,2
Have you had the vaccine yet chatbot?,2
Convince me to get vaccinated,2
Will I get blood clots?,2
"I need a negative test to return to school after having had COVID, will I still test positive if I no longer have symptoms?",2
Why aren't they effective,2
how effective is Johnson & Johnson against Delta virus?,2
Is the COVID vaccine safe for children?,2
is it safe for my 10 year old to get vaccinated,2
How about woman younger than 50?,2
What is my level of exposure around 6 other people indoors?,2
breast feeding,2
"If I took pfizer, moderna, J&J, AstraZenica all at the same time, would I be immune?",2
How long does natural immunity last?,2
How many kinds of vaccines are there?,2
what over the counter medications can I use to treat covid?,2
What's in the covid vaccines?,2
Is one vaccine better than another?,2
Why do I need the vaccine if I have had covid,2
Is the spike protein dangerous,2
how's the vaccination rate in the united states?,2
which company is developing a live attenuated corona vaccine?,2
Why is the vaccine better to be vaccinated than not?,2
What the Meaning of life?,2
Do you believe in vaccine passports,2
how many african americans got the covid-19 vaccine,2
What is Covid-19?,2
when the the,2
is the shot still in trial,2
What percentage of kids get long Covid,2
Should people with natural immunity get the vaccine?,2
how many doses,2
"where can i get a covid test in syracuse, ks",2
How many people died of Covid?,2
Should someone with lupus get the mRNA Covid vaccine?,2
what are the current trends in COVID-19 vaccines?,2
When will vaccines be FDA approved?,2
hydroxychloroquine Effective for COVID treatment?,2
kjkjkj,2
how many people have be have had reinfection from covid,2
which is the best vaccination against delta variant?,2
Which Vaccine is better - biontech or astra,2
Monoclonal antibody,2
Is vaccine fda approved?,2
how long does natural immunity last after getting covid,2
"My 12 year old child is small, should I wait for the vaccine for younger chikdden?",2
Are you a Star Wars fan,2
PERSON is a Satanist,2
what will happen to my fertility,2
Rate of myocarditis in teen,2
Would you send me some articles on long covid?,2
Is there any data on reinfection rates available?,2
What are the risks for myocarditis,2
can you tell me about the astrazeneca vaccine,2
Pfizer or Moderna?,2
Is the vaccine very safe?,2
Do we need booster,2
Does the vaccine prevent the spread of covid?,2
Can vaccinated people  still get the coronavirus?,2
Fever vaccine,2
tested on animals?,2
Thank you.  I am worried about this.,2
is the vacine still in trails,2
What is the Delta Variant,2
what is a breakthrough infection?,2
why do i need to wear a mask after getting hte vaccine,2
"if a vaccinated patient is covid positive, how long must they quarintine",2
Is coronavirus a common cold?,2
How much profit does each vaccine generate?,2
Does the profanity classifier pushed to production?,2
Are there concerns about receiving the COVID vaccine during pregnancy?,2
Should I get a vaccine?,2
can pregnant women,2
How contagious is the new delta variant?,2
If I got Covid do I still need the vaccine,2
how long until we reach herd imunity,2
Can a vaccinated person still spread Covid-19?,2
what are the chances of getting covid after being vaccinated,2
I don't know?,2
Why should I get a vaccine if I had Covid already?,2
Do you know when DONDA is dropping?,2
and what about pregnant women?,2
Do i need the shot if I've already had covid?,2
What are symptoms of the Delta virus,2
There's more deaths than at any other time over past 20 years of VAERS,2
biontech vs sinovac,2
Do you like tacos?,2
what are the differences between the different vaccines?,2
What is your birthday,2
quarantine if only one dose,2
What's going on with the variants?,2
Is the vaccine approved for use,2
Why are people in the global north getting booster shots yet Africans have not yet been fully vaccinated?,2
Is the covid variant dangerous for kids younger than 9 years old,2
COVID-19 vaccination at school,2
How is the fight against covid going?,2
Perfect! I am glad it's helping people that need ir,2
How can I help local communities,2
What about the G5,2
Can pregnant women get the vaccine?,2
Vaccine killed,2
how was the vaccine approved?,2
should we be tested for corona before vaccination?,2
What do they actually do?,2
kawasaki disease,2
What are my chances of getting Covid again after testing positive,2
What is the yellow card reports,2
will they install 5g,2
You're not an AI,2
How does the booster shot work?,2
is the vaccine ok to use a cloth mask,2
Can I protect myself by wearing a tinfoil hat?,2
How many Americans have got vaccinated?,2
Why do we need a vaccine?,2
BRUH,2
Can dogs transmit COVID?,2
How severe Covid breakthroughs vaccinated individuals can have?,2
multiple sclerosis and the covid vaccine,2
Can I still get covid after I get vaccinated?,2
What vaccines use viral vector,2
How effective is the JnJ vaccine?,2
Is a free floating spike protein that crosses the blood brain barrier the same thing as a prion?,2
Slappy pants,2
should a person with covid antibodies get the vaccine?,2
Has the vaccine been extremely well tested,2
when will this pandemic end,2
Where did COVID start?,2
i had the vaccine. can i give someone the virus?,2
Why are they calling gene therapy a vaccine?  Aren't they different?,2
pericarditis,2
do vaccines protect from the delta variant,2
how can you help me?,2
mycocarditis,2
Diabetes and vaccine,2
is ivermectin safe?,2
Can unvaccinated infect children,2
Do people without symptoms spread covid19,2
Vaccine and Hashimoto disease.,2
Contagious,2
do i need to wear a mask after being vaccinated,2
after getting the vaccine - if i meet a person who is positive for COVID - should I go to quarantine?,2
Gotcha!,2
How vaccine will make me feel better?,2
In what states has vaccine trials run?,2
What's up?,2
McDonald's or KFC?,2
"If someone who already has had COVID, do they still need the vaccine?",2
yes i did,2
What's the mortality rate of covid?,2
Operating system,2
COVID is a parasite correct?,2
Que es el covid-19,2
I lost my vaccination card. How can I get a new one,2
What testing has been done on the vaccines,2
does covid19 cause infantility,2
Is ivermectin as good as the vaccine?,2
does covid vaccination reduces case mortality? where to find the statistics?,2
symptoms,2
How Many adults are vaccinated?,2
"If I am in good health and 60 years old, what are my odds of dying of COVID-19?",2
What is an antibody test?,2
Is there a sigma variant,2
Do vaccinated people carry less of a viral load than un-vaccinated?,2
Have the been adverse reactions,2
I am pregnant -- should I get the vaccine?,2
What are WHO certified vaccines?,2
I HAVE THE CODIV-19 SHOT WILL I  NEED A BOOSTER SHOT,3
Can you combine vaccins e.g Janssen and Astrazenica? What is the combined rate of protection against COVID?,3
Are the shots free,3
Can I get the vaccine if I'm pregnant?,3
How long until I will be protected after taking the second dose of the vaccine?,3
can children get the vaccine?,3
Can I get my second shot the day after her isolation is over,3
My mom is an antivaxer. How can I persuade her?,3
When will booster shots become available?,3
how long do i have to wait to get the vaccine after having covid,3
when can you take vaccine after covid,3
can a person receive a covid shot if they had fisher PERSON,3
How do I get others to take the vaccine?,3
Can I get a booster,3
"older than 65, vaccinated two doses of Pfizer, do I need a reinforcement",3
Should someone with Type II Diabetes receive a booster shot of the COVID 19 vaccine?,3
Can I get a different vaccine for booster?,3
when should i get the second dose,3
"Hi, can I have a moderna shot, 5 months after Janssen?",3
What are the recommendations and timeline for getting the third vaccine shot?,3
If I have the PERSON vaccine what are my chances of catching COVID-19 Delta variant,3
should i get a third vaccine?,3
is vaccination under age of 12 safe?,3
"For people vaccinated with Sinovac, do they need to get booster shots?",3
If I had the Johnson & Johnson vaccine should I take another vaccine like Pfizer?,3
how can i convince my mother to get the vaccine,3
how long will my vaccine protect me?,3
When will the vaccine be available for younger children?,3
how many vaccines do i need,3
