sentence,label,label_idx
How safe will my child be going back to school if they haven't had the Covid jab?,Can my kids go back to school without a vaccine?,108
Are my children at risk of COVID contamination if they return to school without a vaccine?,Can my kids go back to school without a vaccine?,108
Will it be safe to return to work without vaccinations?,Can my kids go back to school without a vaccine?,108
Do you have to be vaccinated to go back to school?,Can my kids go back to school without a vaccine?,108
should kids go back to school if they haven't been vaccinated?,Can my kids go back to school without a vaccine?,108
can unvaccinated kids attend school in person?,Can my kids go back to school without a vaccine?,108
Why is it safe for unvaccinated kids to go back to school but not to eat at restaurants?,Can my kids go back to school without a vaccine?,108
Is it mandatory to vaccinate my children to attend to school?,Can my kids go back to school without a vaccine?,108
Will vaccines be mandatory for kids to go back to school?,Can my kids go back to school without a vaccine?,108
Are there enough vaccinations for school children?,Can my kids go back to school without a vaccine?,108
will they be safe without the vaccine?,Can my kids go back to school without a vaccine?,108
"I'm worried about my kids going to school as they haven't had a vaccine, is it safe?",Can my kids go back to school without a vaccine?,108
Is it really safe for my kids to return to school even though they haven't had a vaccine?,Can my kids go back to school without a vaccine?,108
Will children who have not been vaccinated be able to go back to school?,Can my kids go back to school without a vaccine?,108
Can my kids go back to school if they haven't been vaccinated?,Can my kids go back to school without a vaccine?,108
How safe is it for my children to return to school without the vaccine?,Can my kids go back to school without a vaccine?,108
What are the risks of my children getting covid if they go back to school without being vaccinated?,Can my kids go back to school without a vaccine?,108
Is it safe for children to go to school if they haven't had the vaccine?,Can my kids go back to school without a vaccine?,108
Wouldn't it be better to continue teaching online?,Can my kids go back to school without a vaccine?,108
Do you want to exaggerate but is it safe for my children to resume classes without having been vaccinated?,Can my kids go back to school without a vaccine?,108
Can my kids go back to school with no vaccine?,Can my kids go back to school without a vaccine?,108
can children go to school safely without being vaccinated?,Can my kids go back to school without a vaccine?,108
Is it safe for my children to go back to school without a vaccine?,Can my kids go back to school without a vaccine?,108
Should my kid get the vaccine to return to school?,Can my kids go back to school without a vaccine?,108
my aunt's children go to school,Can my kids go back to school without a vaccine?,108
is it safe for my children not to get vaccinated?,Can my kids go back to school without a vaccine?,108
Is it mandatory to get vaccinated for my children to attend school?,Can my kids go back to school without a vaccine?,108
I'm worried in case they make it obligatory for kids to be vaccinated before returning to school.,Can my kids go back to school without a vaccine?,108
my children go to school without being vaccinated,Can my kids go back to school without a vaccine?,108
I worry my child will catch Covid if they go back to school as they haven't been vaccinated,Can my kids go back to school without a vaccine?,108
Will my children need to have the Covid vaccine before they go back to school?,Can my kids go back to school without a vaccine?,108
Will vaccines be forced for kids to go back to school?,Can my kids go back to school without a vaccine?,108
Does the school allow children who have not had the vaccine to return?,Can my kids go back to school without a vaccine?,108
Should I wait until my children have been vaccinated before sending them back to school?,Can my kids go back to school without a vaccine?,108
Can you go back to work without vaccinations?,Can my kids go back to school without a vaccine?,108
My kids are too young to get a vaccine is it safe for them to go to school?,Can my kids go back to school without a vaccine?,108
"If I'm vaccinated, would my newborn be immune to COVID-19?",Can my newborn become immune to COVID-19 if I'm vaccinated?,136
if i have the vaccine when pregnant will my baby be immune,Can my newborn become immune to COVID-19 if I'm vaccinated?,136
"If I breastfeed, will this give my newborn baby immunity to covid-19?",Can my newborn become immune to COVID-19 if I'm vaccinated?,136
"If I am pregnant and I get vaccinated, can my newborn child be immune to the virus?",Can my newborn become immune to COVID-19 if I'm vaccinated?,136
do babies need vaccinations?,Can my newborn become immune to COVID-19 if I'm vaccinated?,136
Before giving birth I get vaccinated my son will be immune to covid-19,Can my newborn become immune to COVID-19 if I'm vaccinated?,136
my child may be immune if I get vaccinated before giving birth,Can my newborn become immune to COVID-19 if I'm vaccinated?,136
my son will be immune to covid if I get vaccinated before he was born,Can my newborn become immune to COVID-19 if I'm vaccinated?,136
is my newborn immune to the virus?,Can my newborn become immune to COVID-19 if I'm vaccinated?,136
a newborn can be immune if its mother was vaccinated against covid?,Can my newborn become immune to COVID-19 if I'm vaccinated?,136
Is it possible for my newborn to develop immunity to COVID-19 if I'm vaccinated?,Can my newborn become immune to COVID-19 if I'm vaccinated?,136
Does breast milk give my baby covid immunity if I've had the vaccine?,Can my newborn become immune to COVID-19 if I'm vaccinated?,136
my newborn child may be immune if I get vaccinated against covid,Can my newborn become immune to COVID-19 if I'm vaccinated?,136
will a newborn be immune to covid if i have been vaccinated,Can my newborn become immune to COVID-19 if I'm vaccinated?,136
my son will come out immunne as well as bovine before he is born,Can my newborn become immune to COVID-19 if I'm vaccinated?,136
"If I have the covid 19 vaccine and my son is born, is he immune?",Can my newborn become immune to COVID-19 if I'm vaccinated?,136
my decendensia can become immune if I get vaccinated covid,Can my newborn become immune to COVID-19 if I'm vaccinated?,136
Can my newborn become immune to COVID-19 if I'm vaccinated?,Can my newborn become immune to COVID-19 if I'm vaccinated?,136
The flu vaccine should be enough to keep me healthy,Can other vaccines protect me from COVID-19?,31
What vaccines are effective on Covid??,Can other vaccines protect me from COVID-19?,31
Is it safe to get the flu vaccine and the COVID-19 vaccine?,Can other vaccines protect me from COVID-19?,31
Is it possible that other vaccines also protect against COVID?,Can other vaccines protect me from COVID-19?,31
If I've had the flu vaccine shouldn't I already be protected against covid?,Can other vaccines protect me from COVID-19?,31
I've had the flu vaccine so why do I need to take the vaccine against coronavirus?,Can other vaccines protect me from COVID-19?,31
Will other types of vaccination offer me protection from covid19?,Can other vaccines protect me from COVID-19?,31
"If I received the flu vaccine, do I need the COVID-19 vaccine?",Can other vaccines protect me from COVID-19?,31
do i have other vaccines that i can have against covid,Can other vaccines protect me from COVID-19?,31
Is it safe to use more than one coronavirus vaccine?,Can other vaccines protect me from COVID-19?,31
Is there any other effective vaccine against coronavirus?,Can other vaccines protect me from COVID-19?,31
I got the flu shot so will that help protect me against Covid?,Can other vaccines protect me from COVID-19?,31
Which other vaccines protect from covid?,Can other vaccines protect me from COVID-19?,31
Is it right that if I've had the flu vaccine I don't need to be vaccinated against covid?,Can other vaccines protect me from COVID-19?,31
I dont think I need the vaccine as I have already had the flu jab?,Can other vaccines protect me from COVID-19?,31
"I already get a flu vaccine, I should have enough immunity built up to ward off Covid.",Can other vaccines protect me from COVID-19?,31
Is the vaccine enough to immunize us?,Can other vaccines protect me from COVID-19?,31
Can the flu vaccine stop Covid?,Can other vaccines protect me from COVID-19?,31
If I have had  the flu vaccination recently why do I need to have Covid-19 as well.,Can other vaccines protect me from COVID-19?,31
I am up tyo datye on all my other vaccines.  Do they give me any protection from COVID?,Can other vaccines protect me from COVID-19?,31
The flu vaccine should cover this.,Can other vaccines protect me from COVID-19?,31
The flu vaccine protects me against Covid19,Can other vaccines protect me from COVID-19?,31
"a shot is a shot,  I had the flu vaccine I don't want another shot",Can other vaccines protect me from COVID-19?,31
"After getting vaccinated, should I follow any special protocol to take care of my health?",Can other vaccines protect me from COVID-19?,31
is in the flu vaccine enough?,Can other vaccines protect me from COVID-19?,31
I had the flu so am i protected against Covid?,Can other vaccines protect me from COVID-19?,31
Why do I need more than one vaccine.,Can other vaccines protect me from COVID-19?,31
Is there another vaccine for COVID-19?,Can other vaccines protect me from COVID-19?,31
Are there any other Covid vaccines?,Can other vaccines protect me from COVID-19?,31
can another vaccine help me in addition to covid,Can other vaccines protect me from COVID-19?,31
What immunities can help protect me from getting Covid?,Can other vaccines protect me from COVID-19?,31
Is one dose of vaccine enough or do I have to be vaccinated several times?,Can other vaccines protect me from COVID-19?,31
"if covid id a kind of flu, shouldnt the flu jab be enough",Can other vaccines protect me from COVID-19?,31
Can the flu vaccine help against COVID-19?,Can other vaccines protect me from COVID-19?,31
Are there any other vaccines that will protect me from covid19?,Can other vaccines protect me from COVID-19?,31
Is there any other products that will offer me protection from Covid?,Can other vaccines protect me from COVID-19?,31
Will the regular flu shot give me any protection from COVID?,Can other vaccines protect me from COVID-19?,31
A virus is a virus one vaccine should cover all of them.,Can other vaccines protect me from COVID-19?,31
Why do I need another vaccine since I have already been vaccinated against so many illnesses including the flu?,Can other vaccines protect me from COVID-19?,31
can the flu shot protect me from getting COVID?,Can other vaccines protect me from COVID-19?,31
"What, if any, are other COVID-19 vaccines?",Can other vaccines protect me from COVID-19?,31
Does the flu vaccine covers up COVID-19 vaccine?,Can other vaccines protect me from COVID-19?,31
"If I already have the normal flu vaccine, I should protect myself from the covid",Can other vaccines protect me from COVID-19?,31
Can other vaccines protect me from COVID-19?,Can other vaccines protect me from COVID-19?,31
are there any other vaccines that work against covid,Can other vaccines protect me from COVID-19?,31
I don't need an extra vaccine,Can other vaccines protect me from COVID-19?,31
"How is the corona virus different than the flu, if I get the vaccine for the flu how much protection will I get that will stop corona virus",Can other vaccines protect me from COVID-19?,31
Can changes be made to the vaccine if the virus mutates?,Can we change the vaccine quickly if the virus mutates?,87
Will we need new vaccines if covid mutates?,Can we change the vaccine quickly if the virus mutates?,87
how quicky can the vaccine be altered to deal with mutations,Can we change the vaccine quickly if the virus mutates?,87
If the virus mutates can the vaccine be quickly changed to adapt?,Can we change the vaccine quickly if the virus mutates?,87
How many different strains of the virus does the vaccine cover?,Can we change the vaccine quickly if the virus mutates?,87
Will the vaccines allowed by the federal government still protect against new mutations of the virus?,Can we change the vaccine quickly if the virus mutates?,87
"The current vaccines took several months to develop, would it take the same amount of time if more vaccines had to be developed to combat new viral strains?",Can we change the vaccine quickly if the virus mutates?,87
Would extensive clinical trials be required if coronavirus vaccines were needed against new viral strains and if so wouldn't that take a long time?,Can we change the vaccine quickly if the virus mutates?,87
Can the vaccine quickly be adapted for mutations?,Can we change the vaccine quickly if the virus mutates?,87
"If the virus mutates, how quickly can the vaccine be changed?",Can we change the vaccine quickly if the virus mutates?,87
Since there are virus mutations now circulating should I wat for a better vaccine?,Can we change the vaccine quickly if the virus mutates?,87
"If the virus changes, can the vaccine be changed quickly?",Can we change the vaccine quickly if the virus mutates?,87
Can the vaccine be quickly changed if the virus changes?,Can we change the vaccine quickly if the virus mutates?,87
Is it possible to change the vaccine quickly if the virus mutates?,Can we change the vaccine quickly if the virus mutates?,87
if the virus mutates how long will they need to change the vaccine,Can we change the vaccine quickly if the virus mutates?,87
Can we change the vaccine quickly if the virus mutates?,Can we change the vaccine quickly if the virus mutates?,87
How soon after new variants of the vaccine are discovered will a new vaccine be produced?,Can we change the vaccine quickly if the virus mutates?,87
can the vaccine be changed quickly?,Can we change the vaccine quickly if the virus mutates?,87
Can I pick a vaccine?,Can we choose which vaccine we want?,91
What if after doing research we want to choose which vaccine we have is this possible.,Can we choose which vaccine we want?,91
Can I elect which version of the vaccine I will get?,Can we choose which vaccine we want?,91
If I don't want to take the vaccine I'm offered can I wait until the one I want becomes available?,Can we choose which vaccine we want?,91
Is the choice of vaccines up to me?,Can we choose which vaccine we want?,91
Can we choose which vaccine we want?,Can we choose which vaccine we want?,91
Are there chances of choosing which vaccine to get? I don't want to take the Russian or the Chinese,Can we choose which vaccine we want?,91
Do you think that we can ask for whichever vaccine we want?,Can we choose which vaccine we want?,91
I would prefer the J&J vaccine.,Can we choose which vaccine we want?,91
Can I make my choice of vaccine or do I get what I am given?,Can we choose which vaccine we want?,91
do i get a say in which vaccine i get,Can we choose which vaccine we want?,91
"I wonder, do you think there will be a choice of vaccine?",Can we choose which vaccine we want?,91
What if I only want one of the vaccines?,Can we choose which vaccine we want?,91
"I want a certain vaccine manufacturer, how do I find out who is administering it?",Can we choose which vaccine we want?,91
"I only want the Pfizer vaccine because its the most effective, how do I find that one at a clinic?",Can we choose which vaccine we want?,91
Is it possible for me to select what vaccine I want?,Can we choose which vaccine we want?,91
"I've heard that it is not possible to choose the vaccine I want to take, is that right?",Can we choose which vaccine we want?,91
Can I pick which vaccine I want to get?,Can we choose which vaccine we want?,91
Can I pick the vaccine I get?,Can we choose which vaccine we want?,91
"There are three vaccines, I only want the Johnson & Johnson because its a one shot, how do I get that one?",Can we choose which vaccine we want?,91
Can I choose which vaccine to receive or should I receive the one ordered by the professional staff?,Can we choose which vaccine we want?,91
I wonder if we'll be able to choose which vaccine we get?,Can we choose which vaccine we want?,91
It it possible to have different covid vaccines at the same time.,Can you mix the vaccines?,42
Can I have the Pfizer vaccine as the first dose and the Oxford vaccine as the second dose?,Can you mix the vaccines?,42
Does it matter if your second does is a different vaccine?,Can you mix the vaccines?,42
is there a risk if vaccines are mixed?,Can you mix the vaccines?,42
"I cant find a second dose of my Pfizer vaccine, can I get a different second dose or will I have to start over if its been too long?",Can you mix the vaccines?,42
What happens if you get a vaccine from different companies?,Can you mix the vaccines?,42
"I have heard that vaccines can be mixed, is that right?",Can you mix the vaccines?,42
"I've heard that most of the vaccines work best after taking two doses of them, does it matter if the two doses are from different vaccines or do they have to be the same type?",Can you mix the vaccines?,42
if you have one make of the vaccine is it ok to have another make,Can you mix the vaccines?,42
"I've heard that the vaccines are all made in slightly different ways to generate an immune response, would we get a stronger immune response if we took doses of two different vaccines?",Can you mix the vaccines?,42
Can you get your first shot from one brand and your second shot from another?,Can you mix the vaccines?,42
Do I need to use the same lab for both doses?,Can you mix the vaccines?,42
"If I mix the vaccines, could it have adverse and undesirable effects?",Can you mix the vaccines?,42
Can I get one does from mederma and the second from another company?,Can you mix the vaccines?,42
What if you had the Astrazeneca vaccine for you first dose could you then have the Phizer for the second.,Can you mix the vaccines?,42
"I got my first does from one manufacturer, can i get the second from another?",Can you mix the vaccines?,42
Someone said that it is better to have different vaccines for each dose.,Can you mix the vaccines?,42
Is there evidence that mixing vaccines can be counterproductive?,Can you mix the vaccines?,42
will i be ok is the vaccimes are mixed,Can you mix the vaccines?,42
"I got the Johnson & Johnson one shot does, can I get a second does from Moderna just to make sure I am covered?",Can you mix the vaccines?,42
What happens if you mix the vaccine brands?,Can you mix the vaccines?,42
Could a person be better protected if they get vaccines made by different companies,Can you mix the vaccines?,42
Should you have the same brand of vaccine for both doses?,Can you mix the vaccines?,42
Did someone who took part in the Oxford covid trial die?,Did a volunteer in the Oxford trial die?,125
Was there a death among the Oxford trial's volunteers?,Did a volunteer in the Oxford trial die?,125
It is unfortunate that someone who only wanted to be immunized against the virus has died from the secondary reaction of the vaccine,Did a volunteer in the Oxford trial die?,125
I'm worried about the oxford trial and if someone died,Did a volunteer in the Oxford trial die?,125
"Ive heard a volunteer died during the oxford trial, is this true?",Did a volunteer in the Oxford trial die?,125
is it true that a volunteer has died in oxford?,Did a volunteer in the Oxford trial die?,125
"I heard that someone who did the Oxford covid vaccine trial died, is that true?",Did a volunteer in the Oxford trial die?,125
The oxford volunteer died of covid 19?,Did a volunteer in the Oxford trial die?,125
Is it really true that a volunteer died after receiving the Oxford vaccine?,Did a volunteer in the Oxford trial die?,125
Is it true that one of the Oxford trial's volunteers died?,Did a volunteer in the Oxford trial die?,125
Did the volunteer die in the oxford trial?,Did a volunteer in the Oxford trial die?,125
Is it true that a trial volunteer died in Oxford?,Did a volunteer in the Oxford trial die?,125
What happened to the volunteer who died at the oxford trial in oxford?,Did a volunteer in the Oxford trial die?,125
What do you know about the supposed death of a person during the Oxford vaccine studies?,Did a volunteer in the Oxford trial die?,125
How many dead volunteers are there?,Did a volunteer in the Oxford trial die?,125
Was the volunteer who died in the oxford trial given a vaccine?,Did a volunteer in the Oxford trial die?,125
"A volunteer in AstraZeneca's Covid-19 vaccine trial has died in Brazil, the country's National Health Surveillance Agency said Wednesday.",Did a volunteer in the Oxford trial die?,125
Did a volunteer in the Oxford trial die?,Did a volunteer in the Oxford trial die?,125
"In Oxford, were any volunteers involved with a negative vaccine event?",Did a volunteer in the Oxford trial die?,125
Has anyone died after receiving the vaccine j&j?,Did one woman die after getting the J&J vaccine?,138
can the J&J vaccine cause death?,Did one woman die after getting the J&J vaccine?,138
Can the J&J vaccine cause death in women?,Did one woman die after getting the J&J vaccine?,138
Have women died from receiving the J&J vaccine?,Did one woman die after getting the J&J vaccine?,138
"Ive heard a lady died after having the j&j vax, is this true?",Did one woman die after getting the J&J vaccine?,138
How many woman dies  after getting the J&J vaccine?,Did one woman die after getting the J&J vaccine?,138
Does a woman die after receiving the J&J vaccine?,Did one woman die after getting the J&J vaccine?,138
Did the J&J vaccine cause death in a woman?,Did one woman die after getting the J&J vaccine?,138
Can you tell me if that woman died from getting the J&J vaccine?,Did one woman die after getting the J&J vaccine?,138
someone died while receiving the J&J vaccine,Did one woman die after getting the J&J vaccine?,138
Is it true that a woman died after being vaccinated with J&J?,Did one woman die after getting the J&J vaccine?,138
Did one woman die after getting the J&J vaccine?,Did one woman die after getting the J&J vaccine?,138
Did a woman die after getting the J&J vaccine?,Did one woman die after getting the J&J vaccine?,138
woman died after receiving a dose of the vaccine?,Did one woman die after getting the J&J vaccine?,138
Is there a woman who die after getting the J&J vaccine?,Did one woman die after getting the J&J vaccine?,138
How much does the vaccine reduce the risk of contracting covid?,Do I need the vaccine?,120
What if I don't want to get vaccinated?,Do I need the vaccine?,120
is the vaccine really effective?,Do I need the vaccine?,120
Is there an alternative other than the vaccine?,Do I need the vaccine?,120
"I urgently need to be vaccinated, I don't want to get sick.",Do I need the vaccine?,120
Tell me why I need the vaccine?,Do I need the vaccine?,120
do I have to get the vaccine?,Do I need the vaccine?,120
how do i know  if i need the vaccine,Do I need the vaccine?,120
Do I need the vaccine?,Do I need the vaccine?,120
why should i get vaccinated?,Do I need the vaccine?,120
does everyone need the vaccine,Do I need the vaccine?,120
Does which vaccine I receive make any difference to what I should do afterwards in terms of social distancing and wearing a mask?,Do I need to change my masking and social distancing practices depending on which COVID-19 vaccine I got?,113
Do I need to wear a mask and avoid close contact with others if I have gotten 2 doses of the vaccine?,Do I need to change my masking and social distancing practices depending on which COVID-19 vaccine I got?,113
Are using a mask and social distancing practices the same for all the COVID-19 vaccines?,Do I need to change my masking and social distancing practices depending on which COVID-19 vaccine I got?,113
Does it make a difference with my masking and social distancing practices depending on which COVID-19 vaccine I got?,Do I need to change my masking and social distancing practices depending on which COVID-19 vaccine I got?,113
"After getting a vaccine, should I change the way I take care of the covid with respect to mask and distancing?",Do I need to change my masking and social distancing practices depending on which COVID-19 vaccine I got?,113
Are my masking and social distancing practices different depending on which COVID-19 vaccine I got?,Do I need to change my masking and social distancing practices depending on which COVID-19 vaccine I got?,113
Does the way I take care of myself vary if I get one vaccine or another?,Do I need to change my masking and social distancing practices depending on which COVID-19 vaccine I got?,113
Do I need to change my masking and social distancing practices depending on which COVID-19 vaccine I got?,Do I need to change my masking and social distancing practices depending on which COVID-19 vaccine I got?,113
"After getting the vaccine, what would be the correct way to take care of myself?",Do I need to change my masking and social distancing practices depending on which COVID-19 vaccine I got?,113
Measures should continue regardless of the vaccine,Do I need to change my masking and social distancing practices depending on which COVID-19 vaccine I got?,113
When should masks be worn by the general public during the COVID-19 pandemic?,Do I need to change my masking and social distancing practices depending on which COVID-19 vaccine I got?,113
Do all vaccines have the same safety measures after taking them?,Do I need to change my masking and social distancing practices depending on which COVID-19 vaccine I got?,113
What safety measures should I take after getting vaccinated? Does it depend on each vaccine or is it something standard?,Do I need to change my masking and social distancing practices depending on which COVID-19 vaccine I got?,113
For how long should i wear masks after getting vaccinated against covid 19?,Do I need to change my masking and social distancing practices depending on which COVID-19 vaccine I got?,113
Are there different rules for wearing a mask depending on which Covid vaccine you have?,Do I need to change my masking and social distancing practices depending on which COVID-19 vaccine I got?,113
Should I continue to wear masks after getting vaccinated?,Do I need to change my masking and social distancing practices depending on which COVID-19 vaccine I got?,113
"If I have the Astra Zeneca vaccine, will I still need to socially distance from my friends?",Do I need to change my masking and social distancing practices depending on which COVID-19 vaccine I got?,113
"Once the vaccination process has been completed and waited the recommended days, the use of the mask and distancing should be eliminated",Do I need to change my masking and social distancing practices depending on which COVID-19 vaccine I got?,113
"i think i will not need the safety measures after taking the vaccine, is that right ?",Do I need to continue safety measures after getting the vaccine?,1
"I vaccinated, should I maintain social distancing?",Do I need to continue safety measures after getting the vaccine?,1
"once I get the covid vaccine, should I continue to be quarantined, keeping social distancing and using the mask?",Do I need to continue safety measures after getting the vaccine?,1
After I've had the vaccine do I need to still socially distance from my friends if they've also had the vaccine?,Do I need to continue safety measures after getting the vaccine?,1
does the vaccine affect my sexual energy?,Do I need to continue safety measures after getting the vaccine?,1
After I have been vaccinated is it necessary for me to wear a mask?,Do I need to continue safety measures after getting the vaccine?,1
Do I need to continue safety measures after getting the vaccine?,Do I need to continue safety measures after getting the vaccine?,1
Do I need to wear a mask after getting vaccinated?,Do I need to continue safety measures after getting the vaccine?,1
Will I still need to wear a mask and social distance after I get the vaccine?,Do I need to continue safety measures after getting the vaccine?,1
Now that I've been vaccinated am I still at risk of catching covid from somebody else who has also been vaccinated?,Do I need to continue safety measures after getting the vaccine?,1
do i have to cover my face again after the vaccine ?,Do I need to continue safety measures after getting the vaccine?,1
Will we have to wear the masks forever?,Do I need to continue safety measures after getting the vaccine?,1
Do vaccinated people have to continue to social distance?,Do I need to continue safety measures after getting the vaccine?,1
Do you have to wear a mask after getting the vaccine?,Do I need to continue safety measures after getting the vaccine?,1
The best thing would be to continue using the measures to prevent a new wave of covid infections.,Do I need to continue safety measures after getting the vaccine?,1
Can I get close to my family and friends when I am vaccinated?,Do I need to continue safety measures after getting the vaccine?,1
Is the use of masks recommended even when vaccinated?,Do I need to continue safety measures after getting the vaccine?,1
"I want to hang out at a bar now that I am vaccinated, why isnt that allowed?",Do I need to continue safety measures after getting the vaccine?,1
will i be able to go back to normal life after getting the vaccine? like going public places without facemasks,Do I need to continue safety measures after getting the vaccine?,1
If I'm vaccinated can I go visit my friends?,Do I need to continue safety measures after getting the vaccine?,1
"After we are all vaccinated, can we live again without masks and distancing?",Do I need to continue safety measures after getting the vaccine?,1
Do I have to keep some kind of quarantine after vaccination?,Do I need to continue safety measures after getting the vaccine?,1
Do vaccinated people have to continue with the social distancing guidelines when they are together?,Do I need to continue safety measures after getting the vaccine?,1
masks prevent it?,Do I need to continue safety measures after getting the vaccine?,1
Now that I've been vaccinated should I still take the same precautions when I'm around other people such as social distancing?,Do I need to continue safety measures after getting the vaccine?,1
Is social distancing still necessary if everybody meeting up in a group has been vaccinated?,Do I need to continue safety measures after getting the vaccine?,1
can I have contact with people after I get vaccinated?,Do I need to continue safety measures after getting the vaccine?,1
After being vaccinated do I still need to wear a mask and social distance?,Do I need to continue safety measures after getting the vaccine?,1
once vaccinated should I follow the security measures?,Do I need to continue safety measures after getting the vaccine?,1
Tell me if I will need to wear a mask after having the Covid-19 vaccine.,Do I need to continue safety measures after getting the vaccine?,1
Is it necessary to wear a mask after getting the vaccine?,Do I need to continue safety measures after getting the vaccine?,1
"After receiving the vaccine, everyone must continue with the security measures, and when we immunize the virus is activated in our organism.",Do I need to continue safety measures after getting the vaccine?,1
Is it necessary to rest after being vaccinated?,Do I need to continue safety measures after getting the vaccine?,1
security measures should be maintained after the vaccine?,Do I need to continue safety measures after getting the vaccine?,1
"I want to get closer to my family, I'm still vaccinated, can I do it?",Do I need to continue safety measures after getting the vaccine?,1
Will I be legally required to wear a mask after I get my jab?,Do I need to continue safety measures after getting the vaccine?,1
"If I'm vaccinated, do I still need to social distance from my friends and family members that have been vaccinated also?",Do I need to continue safety measures after getting the vaccine?,1
when can I stop wearing this mask and see my family,Do I need to continue safety measures after getting the vaccine?,1
"After being vaccinated, is it necessary to socially distance myself from my vaccinated friends and family?",Do I need to continue safety measures after getting the vaccine?,1
What are the safety measures I need to do after getting the vaccine?,Do I need to continue safety measures after getting the vaccine?,1
"after vaccination, should people wear masks?",Do I need to continue safety measures after getting the vaccine?,1
"If I get the vaccine, will I still have to wear a mask and social distance?",Do I need to continue safety measures after getting the vaccine?,1
How long should I wear the mask after getting the vaccine?,Do I need to continue safety measures after getting the vaccine?,1
"If I am vaccinated and my friends are still vaccinated, should we keep the distance between us?",Do I need to continue safety measures after getting the vaccine?,1
Is it necessary to socially distance myself from my vaccinated friends and family?,Do I need to continue safety measures after getting the vaccine?,1
Do I need to keep using safety measures?,Do I need to continue safety measures after getting the vaccine?,1
Could I get close to my friends and family if I am vaccinated?,Do I need to continue safety measures after getting the vaccine?,1
if i get the vaccine. will i be good?,Do I need to continue safety measures after getting the vaccine?,1
Why is it necessary to stick to Government guidelines when I have had the vaccine?,Do I need to continue safety measures after getting the vaccine?,1
Will social distance remain a requirement after we get vaccinated?,Do I need to continue safety measures after getting the vaccine?,1
"if i take this vaccine, do i nned to be safe again?",Do I need to continue safety measures after getting the vaccine?,1
Does getting the vaccine mean I don't need to practice the safety measure?,Do I need to continue safety measures after getting the vaccine?,1
is the vaccine going to save me?,Do I need to continue safety measures after getting the vaccine?,1
How safe could it be to reunite with family and friends if we are all vaccinated? Would social distance be necessary?,Do I need to continue safety measures after getting the vaccine?,1
What are the recommendations for mask wearing and social distancing for people who have been vaccinated?,Do I need to continue safety measures after getting the vaccine?,1
Is it necessary to have it on all the time?,Do I need to continue safety measures after getting the vaccine?,1
"Yes, it is advisable to continue with the security measures",Do I need to continue safety measures after getting the vaccine?,1
should i keep distance from my friends?,Do I need to continue safety measures after getting the vaccine?,1
Should I put a mask on if I'm vaccinated?,Do I need to continue safety measures after getting the vaccine?,1
"Do I need to keep safety measures after getting the vaccine? (e.g. masks, social distancing) I have doubts",Do I need to continue safety measures after getting the vaccine?,1
"If I get vaccinated, should I keep the distance between my colleagues who are still vaccinated?",Do I need to continue safety measures after getting the vaccine?,1
after the vaccine should i keep safety?,Do I need to continue safety measures after getting the vaccine?,1
can i kiss my girlfriend with covid after getting vaccinated?,Do I need to continue safety measures after getting the vaccine?,1
I want to get vaccinated but I don't think the vaccine will reach my area,Do I qualify for the vaccine?,32
What do I need to get the vaccine?,Do I qualify for the vaccine?,32
Where can I get vaccinated?,Do I qualify for the vaccine?,32
Will I be able to get the vaccine now?,Do I qualify for the vaccine?,32
What are the priority groups to obtain the vaccine?,Do I qualify for the vaccine?,32
I have to wait my turn to get the vaccine.,Do I qualify for the vaccine?,32
I am not in the priority groups but I want to get the vaccine.,Do I qualify for the vaccine?,32
information about the priority groups,Do I qualify for the vaccine?,32
How do I know if I am in the priority groups? I want to be vaccinated,Do I qualify for the vaccine?,32
Are the Covid vaccination priority groups set at the national level or is it at the state?,Do I qualify for the vaccine?,32
The only people getting the vaccine are old.  I want one but it will take months,Do I qualify for the vaccine?,32
What requirements do I have to meet to get the vaccine?,Do I qualify for the vaccine?,32
what way do i find out if i can get the vaccine,Do I qualify for the vaccine?,32
Who is considered as priorities for getting vaccinated first?,Do I qualify for the vaccine?,32
Do vaccine priority groups vary from state to state?,Do I qualify for the vaccine?,32
"In another state I would qualify for the vaccine,  How come I cannot qualify in my state",Do I qualify for the vaccine?,32
I would like to get vaccinated but I don't know if I am among the risk groups.,Do I qualify for the vaccine?,32
How can I find out if I'm in the priority groups to get vaccinated?,Do I qualify for the vaccine?,32
How long am I likely to have to wait for the coronavirus vaccine if I'm not in one of the priority groups?,Do I qualify for the vaccine?,32
Do I qualify for the vaccine?,Do I qualify for the vaccine?,32
At what age do you receive the vaccine.,Do I qualify for the vaccine?,32
Where can I go to check the current vaccine qualifications in my state?,Do I qualify for the vaccine?,32
I have to wait till others get the vaccine.,Do I qualify for the vaccine?,32
Is there a list of people who qualify for the vaccine?,Do I qualify for the vaccine?,32
How can I find out if I qualify for the vaccine?,Do I qualify for the vaccine?,32
Waiting times for vaccinations are very long and that worries me.,Do I qualify for the vaccine?,32
Why are teachers a Covid vaccine priority group when they refuse to return to school?,Do I qualify for the vaccine?,32
I am not high risk or essential.,Do I qualify for the vaccine?,32
Where can I go to find out if I qualify to receive the vaccine?,Do I qualify for the vaccine?,32
who gets vaccinated first?,Do I qualify for the vaccine?,32
I want to get vaccinated but do I have to wait for all of the priority groups to be vaccinated first?,Do I qualify for the vaccine?,32
Are there priority groups to get vaccinated?,Do I qualify for the vaccine?,32
I have cancer.  Do I qualify for the vaccine now,Do I qualify for the vaccine?,32
