,text,label,text_word_count
615,Can i get covid if I am vaccinated,2,8
616,How does the Pfizer vaccine work?,2,6
617,how effective is the pfizer vaccine,2,6
618,Is natural immunity as good as vaccine immunity?,2,8
619,No one really died of a vaccine,2,7
620,what is in mrna?,2,4
621,What are side effects?,2,4
622,viral load,2,2
623,does the effectiveness of the vaccines decline over time,2,9
624,Languages,2,1
625,What are my chances of getting a breakthrough case,2,9
626,why is the vaccine safe for teens,2,7
627,Am I vaccinated?,2,3
628,do you speak german,2,4
629,Immunocompromised,2,1
630,can i get covid if i've only had one shot?,2,10
631,Dnaw,2,1
632,is covid testing free,2,4
633,did you get vaccinated?,2,4
634,Is an unvaccinated person more likely to infect a vaccinated person than another vaccinated person?,2,15
635,15year old allergies nuts almonds,2,5
636,"If you have been vaccinated, can you still get Covid from an unvaccinated person?",2,14
637,how long do vaccines last,2,5
638,Do people on Humira respond to the Pfizer vaccine,2,9
639,Taking paracetamol before vaccinated is need ?,2,7
640,i have asthma am I at higher risk?,2,8
641,how long one is immune if contracted with corona virus,2,10
642,Is PERSON evil?,2,3
643,Can I take ivermectin?,2,4
644,does the vaccine protect against variants,2,6
645,volvere a tener gusto y olfato?,2,6
646,Do the vaccines cause in the new variants?,2,8
647,story of my life...,2,4
648,Can you still die of covid after being vaccinated,2,9
649,What are the Risks?,2,4
650,"Ok, will i have a greater chance of getting big or small blood clots?",2,14
651,Who should not receive a vaccine because of allergies? Is there a list of the components used to make the vaccines that may affect my allergies? Is they a list of drug interactions with the vaccine?,2,36
652,how severe is delta variant,2,5
653,can I get sick with COVID-19 despite having the vaccine?,2,10
654,Do I have to get the vaccine,2,7
655,Has the vaccine been approved?,2,5
656,is the polio vaccine safe?,2,5
657,"Hi, how safe is Johnson & Johnson?",2,7
658,Is it illegal if you test postive for covid 19 and still go out in public,2,16
659,how amny vaacine are avilable right now,2,7
660,Will this make me like men,2,6
661,Can you get the tetanus vaccine with the COVID-19 vaccine?,2,10
662,What are possible reactions?,2,4
663,I don't want Windows 10,2,5
664,who made this bot,2,4
665,"Hello, are all the various vaccines serving the same purpose?",2,10
666,I'm hestitant,2,2
667,I had COIVD why do I get vaccinated,2,8
668,astrazeneca vaccine,2,2
669,are vaccines safe for youth,2,5
670,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vestibulum in quam gravida, rhoncus ligula at, bibendum augue. Nam tempor posuere porta. Integer nec accumsan eros.",2,25
671,Should I get a vaccine against rhinovirus?,2,7
672,who?,2,1
673,how strong and how long the protection from covid-19 vaccination?,2,10
674,Is the vaccine safe  for Chrones disease,2,7
675,Can I still get COVID after having both my vaccines?,2,10
676,can vaccinated people transmit the covid ?,2,7
677,How many days do I need to quarantine after coming back to US from Japan?,2,15
678,Is vaccination against COVID going to become a yearly routine?,2,10
679,Will we need a vaccin yearly?,2,6
680,Can i take ivermectin for covid,2,6
681,Will vitamin C help with the vaccine side effects?,2,9
682,Can I enter bars without the vaccine?,2,7
683,Multiple s,2,2
684,Well obviously this isn't going to work unless I ask one of you already chosen questions. Hopefully this will get some people to get the vaccine,2,26
685,What are vaccine success rates in transplant patients,2,8
686,what about  the delat variant,2,5
687,What is the difference between mRNA and vector vaccines?,2,9
688,will I spread the virus less with a vaccine?,2,9
689,Ebola,2,1
690,About your body,2,3
691,a vacina e segura?,2,4
692,Food,2,1
693,A vacvinated person can transmit Covid?,2,6
694,Is the vaccine part of the global reset plan,2,9
695,what's your favorite color,2,4
696,what about long time disease,2,5
697,what is a vaccine?,2,4
698,Negrise,2,1
699,What safety reports?,2,3
700,I am looking for a papers dealing about the contmiantion reduction due to the vaccin,2,15
701,that is not a debate,2,5
702,what research was done for the vaccine,2,7
703,covid-19 symptoms,2,2
704,mask,2,1
705,why are people hesitant to get the vaccine?,2,8
706,what's in the johnson vaccine,2,5
707,is delta variant more dangerous?,2,5
708,What happens to modified nucleotides in Pfizer/BioNTech and Moderna/NIAID vaccines after they are injected into human body?,2,17
709,are masks good for kids,2,5
710,what is a cat?,2,4
711,Any studies about vaccine and fertility?,2,6
712,login,2,1
713,how quickly does immunity build after the first pfizer shot?,2,10
714,Do I have to get the vaccine if I faint after getting a shot?,2,14
715,Can vaccinated people transmit virus to other vaccinated people?,2,9
716,Is coronavac vaccine effective,2,4
717,Are vaccination rates going up,2,5
718,can covid be transmitted from clothes,2,6
719,there is a study that suggests that the delta variant is immune to vaxination,2,14
720,How many kids under 12 have been vaccinated?,2,8
721,How long after illness from COVID-19 does one have immunity,2,10
722,Are mRNA vaccines approved by the fda,2,7
723,How effective is Pfizer against delta variant,2,7
724,are vaccines safe for children,2,5
725,Why are so many afraid,2,5
726,what are the different vaccines avaialable?,2,6
727,Who should not take the vaccine,2,6
728,"Immunocompromised, vaccinated, no antibodies",2,4
729,How many people in Florida have covid,2,7
730,Which vaccines are approved in the US for adults?,2,9
731,Would if you are sick,2,5
732,How to ask about vaccination status,2,6
733,is there a special vaccine for Delta?,2,7
734,approved age,2,2
735,Can I still get COVID after vaccination?,2,7
736,Who made the Johns Hopkins COVID-19 map?,2,7
737,should I listen to what PERSON says about covid vaccines??,2,10
738,What the second question is?,2,5
739,efficacy of pfzier in children,2,5
740,if I am vaccinated can I be tested to see if i ever had covid in the past,2,18
741,Did TOXIC fund the Wuhan lab?,2,6
742,Are there long term studies in human beings for mrna vaccines,2,11
743,Does the Pfizer vaccine protect against delta plus,2,8
744,"Lame machine was no critical thinking, IQ below 70",2,9
745,how long are covid vaccines effective,2,6
746,what is the mandate for/,2,5
747,why should I get the vaccine when I am young and healthy?,2,12
748,Do side affects include the l,2,6
749,Was the vaccine tested on women and men,2,8
750,covud vaccine efficacy,2,3
751,Where can I get a test?,2,6
752,can children get covid vaccines,2,5
753,should young children get the vaccine?,2,6
754,types of vaccines,2,3
755,I take a biologic for psoriasis.  Is it safe to receive the COVID vaccine in combination with the biologic?,2,19
756,How long does immunity take,2,5
757,Has people that already had Covid getting the Delta variant,2,10
758,Why have vaccines become so political,2,6
759,Hippa,2,1
760,natural immunity?,2,2
761,"Yes,  how safe is the vaccine?",2,6
762,NERE SEASWW sea as. Me. Me,2,6
763,sieg heil,2,2
764,should i get vaccinated if i already got covid-19,2,9
765,is PERSON behind the vaccines,2,5
766,"i got covid, what sould i do?",2,7
767,what?,2,1
768,Should I let my children be around unvaccinated children,2,9
769,can i carry the virus if i have my two vaccines,2,11
770,Is the vaccine worse than the flu virus,2,8
771,What is the dominant variant?,2,5
772,tell me the weather,2,4
773,What is the CDC guidance for wearing masks?,2,8
774,PERSON puoi dirmi sui vaccini COVID-19?,2,6
775,Do vaccinated and unvaccinated people spread covid equally?,2,8
776,Are vaccines effective against the Delta variant?,2,7
777,Novavax covid vaccine?,2,3
778,What is the efficacy of Moderna vaccine?,2,7
779,can you get covid from surfaces,2,6
780,Is covid 19 man made,2,5
781,What age,2,2
782,incubation,2,1
783,how long are vaccine effective,2,5
784,"If I get a vaccine, will I be able to beat PERSON in dominoes?",2,14
785,Won't the novavax  vaccine be safer than the mrna vaccines?,2,10
786,how well does j and j work,2,7
787,negative sym,2,2
788,is the vaccine safe in pregnancy,2,6
789,impressive,2,1
790,what the vaccines,2,3
791,"If I already had COVID-19, should I get the vaccine?",2,10
792,Does the vaccine work against other strains,2,7
793,what do you think about astrazeneca?,2,6
794,astrazeneka,2,1
795,Will Pfizer vaccine prevent me from getting Delta variant?,2,9
796,Is astra Seneca vaccine safe?,2,5
797,What is happening to strengthen the response to vaccines for those who take immunosuppression drugs because of organ transplantation?,2,19
798,What should i do in making a covid 19 vaccine?,2,10
799,How were the vaccines tested,2,5
800,Happy birthday to me. Pls greet ne,2,7
801,"Hi chatbot, How hot is hell? Is the vaccine crowded there?",2,11
802,What's S-2P antigen?,2,3
803,Why should I listen to bill gates?,2,7
804,Fine,2,1
805,astrazaneca,2,1
806,Is there a long term study on the covid 19 vaccine?,2,11
807,Is the vaccine safe for people with bowel conditions?,2,9
808,Is covid vaccination safe,2,4
809,why am i here?,2,4
810,How long will I have symptoms?,2,6
811,Long term studies,2,3
812,Will covid19 vaccine prevent my death?,2,6
813,Does the vaccine contain luciferase?,2,5
814,Is covid19 more virulent than covid18?,2,6
815,Quite again,2,2
816,Is this vaccine a form of gene therapy,2,8
817,I am 19 years old. What is my chance of death from covid-19,2,13
818,What is life?,2,3
819,I'm healthy,2,2
820,"If I am young and healthy, should I get a COVID vaccine?",2,12
821,How's the vaccination going in Brazil?,2,6
822,feedback: suggest allowing folks to continue without clicking thumbs up or down or add neutral option,2,16
823,survey,2,1
824,Are you endorsing people on covid-19?,2,6
825,Should I quarantine if I tested negative but have all the signs of COVID,2,14
826,Who created the covid virus,2,5
827,"Hi,",2,1
828,I have multiple sclerosis and underwent aHSCT to halt progression on my disease 4 years ago. I'm concerned that the covid vaccines could trigger a relapse. Should I continue waiting for more data?,2,33
829,I'm concerned about my child,2,5
830,what if I'm trying to have a baby?,2,8
831,how long to vaccine antibodies last,2,6
832,Which is the best vacine?,2,5
833,breastfeeding baby,2,2
834,PERSON vaccine,2,2
835,Is Taiwan a country?,2,4
836,http://vaxchat.org/assets/images/SMALL_smile-small.png'v=1.1,2,1
837,I am concerned about Jews,2,5
838,is covid man made?,2,4
839,which is the protection period of protection of AstraZeneca and Sputnik V vaccines?,2,13
840,What does it mean to mount immunity with the vaccine?,2,10
841,what are your favorite peer-reviewed articles about the covid vaccine?,2,10
842,What is the differences between a cold and Covid-19?,2,9
843,Rare complications might occure within houdrets of thousends not within tens of thousand,2,13
844,can I still get covid after I am vaccinated?,2,9
845,how long does the protection last?,2,6
846,Any data on the use of ivermectin in treating covid,2,10
847,what are the risks of being vaccinateds,2,7
848,Ace 2,2,2
849,sdfvsd,2,1
850,ISN'T IT A CONSPIRACY?,2,4
851,How many doses of covid vaccine have been given to children in the US,2,14
852,Is the vaccine technology new?,2,5
853,Why am I bruising so easily.?,2,6
854,Are we approaching a fourth wave?,2,6
855,Finding vaccines,2,2
856,What is in the covid vaccine?,2,6
857,Magnet,2,1
858,How many people have died from covid,2,7
859,how many doses of vaccine have been administered worldwide?,2,9
860,how about the people with cancer,2,6
861,Do you have work at the Chautauqua Care center,2,9
862,What do you know about the studies that confirm waning immunity from Pfizer's Covid vaccine?,2,15
863,Hi! I got to this link from a website that specializes in MS. Is this general vaccine advice or specific for those who have MS?,2,25
864,what are the side effects of sinovac,2,7
865,Is the vaccine safe for my baby?,2,7
866,Blood clotting,2,2
867,skddks,2,1
868,should i get a vaxx if i already had covid,2,10
869,Hi chatbot! why i must get a vaccine?,2,8
870,Should I get the vaccine of I already have a strong immune system?,2,13
871,how many times,2,3
872,Does invermectin work to cure covid?,2,6
873,Plaquenil,2,1
874,Where can i find results of animal trials,2,8
875,i have a question for covid19,2,6
876,is Pfizer FDA approved,2,4
877,are vaccines good,2,3
878,Is this the first mRNA vaccine,2,6
879,Pfizer vaccine effectiveness,2,3
880,Symptoms of covid,2,3
881,Can I get Covid after I get the shot,2,9
882,nanotubule,2,1
883,Is vaccine better than natural immunity from having COVID,2,9
884,Bababooey,2,1
885,Is there a vaccine against Sars-Cov-2?,2,6
886,whats going on with booster shots,2,6
887,Can transgender people take the vaccine?,2,6
888,Was the EUA legally obtained or did it involve fraudulent data?,2,11
889,How does the vaccination rate in France compare with the rest of the world,2,14
890,I am afraid of getting sick,2,6
891,What do doctors think of the vaccine?,2,7
892,Vaccine for delta,2,3
893,Why should a healthy person get the vaccine?,2,8
894,should i vaccine my baby,2,5
895,what are the symptoms of a delta virus infection?,2,9
896,Short covid,2,2
897,can the pcr test give false positives?,2,7
898,What have the most severe side affects been,2,8
899,are spike proteins cytotoxic?,2,4
900,Does the vaccine provide immunity against covid 19,2,8
901,EFFECTS,2,1
902,Was the vaccine just one,2,5
903,data to show natural immunity,2,5
904,Can I get the vaccine if I take blood pressure medication?,2,11
905,Let's make out,2,3
906,"I already had a bad case of covid, do i need the vaccine?",2,13
907,When did the creation of the pfizer vaccine begin?,2,9
908,Is one vaccine safer,2,4
909,What will the vaccine do?,2,5
910,What are the individual ingredients inside the Pfizer covid-19 vaccine?,2,10
911,Who is spreading false information about COVID,2,7
912,Are you funded by bill gates,2,6
913,should I get Covid vaccinated?,2,5
914,The flu,2,2
915,longtime,2,1
916,is monoclonal antibodies better?,2,4
917,Will I test positive for antibodies after being vaccinated?,2,9
918,i already had coivd do i need this,2,8
919,I'm expecting?,2,2
920,When can we go back to normal?,2,7
921,What does the current VAERS report show for death?,2,9
922,Any info on cansino vaccine?,2,5
923,"If I have antibodies, do I still need the vaccine for COVID 19",2,13
924,booster data,2,2
925,I already had COVID. Do I need the vaccine?,2,9
926,Which countries have no Covid vaccines?,2,6
927,Are adverse events higher than other vaccines,2,7
928,How come the jews almost vaccinated everyone in their country but the rest of the world is getting supply shortcuts?,2,20
929,how is your day,2,4
930,Why get vaccine,2,3
931,does this apear in logs,2,5
932,How much wood could a woodchuck chuck if a woodchuck could chuck wood?,2,13
933,Is vaccin po,2,3
934,the vaccine has only been trialed for less than a year,2,11
935,gamaleya,2,1
936,does the 2nd shot help - can i skip the vaccine,2,11
937,how much are the covid vaccine and vaccines for Sars similar?,2,11
938,wuhan virus,2,2
939,can i still spread covid if I am vaccinated?,2,9
940,asl pls,2,2
941,Do vaccines prevent transmission,2,4
942,are you a female,2,4
943,Tuskegee experiments.,2,2
944,can i get the vaccine if i was exposed,2,9
945,covid positive,2,2
946,hello imm bot,2,3
947,Why should a previously infected covid-19 convalescent be vaccinated?,2,9
948,Is the pfizuvaccine safe,2,4
949,have the vaccines had long term trials?,2,7
950,Why is the j&j vaccine 1 dose and the others 2 doses?,2,12
951,can i get vaccinated with seafood allergy?,2,7
952,What is the percentage of effective coverage from Johnson and Johnson against the delta variant,2,15
953,Do healthy children need the vaccine?,2,6
954,what is the global excess mortality rate since the covid-19 pandemic began?,2,12
955,Brazil,2,1
956,fetus,2,1
957,What are those disease?,2,4
958,Does any virus have been isolated and purified along with the PERSON's postulates?,2,13
959,What about anaphylaxis,2,3
960,Coronavac efficiency,2,2
961,what do you think of the vaccine,2,7
962,What are the risks of long covid,2,7
963,Heart inflammation,2,2
964,speed of light,2,3
965,How much immunity if already had covid?,2,7
966,Is there a list of contraindications to review with MD,2,10
967,What about a third shot?,2,5
968,Is covid worse than the flu?,2,6
969,What are the symptoms of vaccination,2,6
970,"Hello, can you tell me a bit of information about the companies producing the vaccines?",2,15
971,where can i go to learn more,2,7
972,Have these MRNA based vaccines been tried on human before covid19?,2,11
973,Is covid 19 virus man made,2,6
974,"how much more likely are unvaccinated people to transmit covid, compared to vaccinated people?",2,14
975,"No, next time",2,3
976,Is the vaccine safe for children?,2,6
977,When are the Pfizer Phase III clinical trials expected to end?,2,11
978,Does COVID produces much greater immunity than any of the vaccines?,2,11
979,need to talk somebody,2,4
980,i have the vaccine. can I get sick,2,8
981,I have autoimmune,2,3
982,What are the benefits of a covid-19 vaccine?,2,8
983,Should a person who had a past blood clot (Deep Veins Thrombosis) get the vaccine?,2,15
984,Covid mortality rate over 70,2,5
985,How many kids are vaccinated in the US,2,8
986,Is there a ?live virus? in this vaccine?,2,8
987,What is this,2,3
988,Why is vaccine approval longer for kids?,2,7
989,Difference in Pfizer and moderna vaccine.,2,6
990,is sinopharm vaccine trustable?,2,4
991,Can I be infected?,2,4
992,Have you had the vaccine?,2,5
993,Are rtPCR TESTS ACCURATE?,2,4
994,What is the conversion rate of COVID vaccination in baltimore city since April  2021,2,14
995,does the astra zeneca vaccine prevent me from getting covid?,2,10
996,Is this a substitute for medical advice,2,7
997,When are phase 3 trials complete?,2,6
998,what are the best masks for kids,2,7
999,Why don't people get shots?,2,5
1000,Can vaccinated people spread Covid?,2,5
1001,What length of time were clinical trials?,2,7
1002,Are all deaths from covid,2,5
1003,Are there any dairy or milk products in Pfizer,2,9
1004,The taste is delicious,2,4
1005,how many shots is johnson and johnson,2,7
1006,why should i get the covid vaccine,2,7
1007,ARE COVID VACCINES SAFE,2,4
1008,How do I protect myself,2,5
1009,Does my Pfizer vaccine protect me from the Delta variant?,2,10
1010,what about fertility?,2,3
1011,Do you have numbers to support vaccines reduce transmission,2,9
1012,How effective is AstraZeneca,2,4
1013,first of all do you speak german?,2,7
1014,Can you get hep b at the same time,2,9
1015,Will getting the vaccine give me superpowers,2,7
1016,Do I have covid,2,4
1017,Is Sputnik V good?,2,4
1018,Will Delta affect kids,2,4
1019,Is the vaccine?,2,3
1020,is it safe to take a J&J vaccine when you are HIV positive on ART?,2,15
1021,Does the vaccine work on the delta variant?,2,8
1022,should i get the vaccine even if i have already had covid 19?,2,13
1023,What's the difference between indoor and outdoor transmission,2,8
1024,Is PERSON approved,2,3
1025,How many people have aids,2,5
1026,when will we get to herd immunity,2,7
1027,Why are the pharmaceutical companies not liable for vaccine damages,2,10
1028,Have you gained sentience?,2,4
1029,how many people died from covid?,2,6
1030,My friend wants to use his natural immune system rather than vaccine,2,12
1031,should people with MS get the booster shot?,2,8
1032,Germany,2,1
1033,Do you catch COVID?,2,4
1034,I'm newly pregnant.  Should I get the vaccine,2,8
1035,How safe are the Covid vaccines?,2,6
1036,Why does the SEC filing say mRNA is gene therapy?,2,10
1037,Are vaccines still in clinical trial?,2,6
1038,Is it union pressure that is causing the CDC to require masks in schools -where the risk is the lowest?,2,20
1039,pfizer vaccine efficacy,2,3
1040,i need girl friend,2,4
1041,How do I vaxmaxx,2,4
1042,what is long covid?,2,4
1043,Hi! What is mRNA?,2,4
1044,How many people has covid globally?,2,6
1045,Will this make me gay,2,5
1046,Is a plant base Covid-19 vaccine available,2,7
1047,How many people have been vaccinated,2,6
1048,can I get Covid from a hug?,2,7
1049,Did bill gates create covid?,2,5
1050,Will the shot protect me from stds?,2,7
1051,It is safe?,2,3
1052,How the vaccine works against new strings,2,7
1053,Has covid19 vaccine finished its clinical trial?,2,7
1054,When will non-mRNA vaccines be available in the U.S.?,2,9
1055,Que idiomas hablas?,2,3
1056,can i still get covid if i've been vaccinated?,2,9
1057,what's the diff between AZ and Covishield ?,2,8
1058,What do you know about Sputnik V,2,7
1059,High blood pressure,2,3
1060,What medical epertise does the NAACP have?,2,7
1061,infection rate explained,2,3
1062,Does the spike protein affect fertility?,2,6
1063,How have people who have had covid infection done with vaccine,2,11
1064,Am I at risk if I'm under 16?,2,8
1065,Thanks fam,2,2
1066,can i be vaccinated usinga different method,2,7
1067,what happens if someone doesn't have the second dose,2,9
1068,When do the phase 3 trials end,2,7
1069,What percentage of people who take the vaccine are unable to work the next day due to side-effects?,2,18
1070,nanotube,2,1
1071,there are no drugs for treatment?,2,6
1072,What is vaccine hesitancy?,2,4
1073,is covid-19 air-borne,2,3
1074,Whats up,2,2
1075,what is happening with children's clinical trials?,2,7
1076,Is the pfizer vaccine better than moderna?,2,7
1077,Should cancer survivors get the vaccine,2,6
1078,Allergies,2,1
1079,Demylenating Disease and Covid 29 vaccination,2,6
1080,Can potatoes help prevent coronavirus?,2,5
1081,do i need to wear a mask at the gym?,2,10
1082,"If we are vaccinated and wearing a mask, can we still get infected?",2,13
1083,Is PERSON  vaccine safe?,2,4
1084,What are the risks of myocarditis,2,6
1085,Why do I need the vaccine if I have had Covid,2,11
1086,"Why should I, as a 21 year old, get vaccinated?",2,10
1087,what is up,2,3
1088,is the vaccine safe to take with penicillin allergy?,2,9
1089,How is covid related to sars,2,6
1090,Are lipid nanoparticles safe?,2,4
1091,PCR test,2,2
1092,what is a vector vaccine,2,5
1093,Can I still get the virus even though I've been vaccinated?,2,11
1094,Should  go to the mountains rhis week,2,7
1095,what is the oil base of a nanolipid particle,2,9
1096,Why should I be vaccinated,2,5
1097,what is your name,2,4
1098,What are the accepted brands of vaccines?,2,7
1099,vector vaccine,2,2
1100,what about ade?,2,3
1101,Is the vaccine fully safe?,2,5
1102,When will the vaccines complete safety trials?,2,7
1103,Can you explain synthom for vaccinate people?,2,7
1104,big mommy milkies,2,3
1105,How many Americans are hospitalized with covid today?,2,8
1106,what happens if i vaccinate while covid positive,2,8
1107,boosters safe for pregnant women?,2,5
1108,I already have antibodies. why should I get vaccine?,2,9
1109,"I had congestive heart failure, how would the vaccine effect my body?",2,12
1110,what about j&j?,2,3
1111,How effective is the Moderna vaccine against the Delta variant?,2,10
1112,"If I have been fully vaccinated, can I transmit COVID-19?",2,10
1113,Is the vaccine a genetic therapy?,2,6
1114,How many are there,2,4
1115,Will Pfizer vaccine work against Delta variant?,2,7
1116,Will the US reach herd immunity,2,6
1117,do u lik cricket?,2,4
1118,Are antibodies from recovering stronger than those from the vaccines?,2,10
1119,where do variants come from?,2,5
1120,Is bill gates a demon,2,5
1121,How effective is novavax against delta variant,2,7
1122,Which vaccines are effective against the delta variant?,2,8
1123,Will the vaccine give me metallic powers?,2,7
1124,What variant of COVID are we dealing with,2,8
1125,I am young and healthy.  Why do I need to get the vaccine?,2,13
1126,Vaccine shedding,2,2
1127,safety,2,1
1128,What happens to the spike protein the body creates in response to the mRNA?,2,14
1129,I have three days to live should I get the vaccine,2,11
1130,I have hearing loss from chemotherapy.  Will the vaccine make my hearing loss and tinnitus worse?,2,16
1131,"i can't decide if I should get the vaccine, I am generally healthy in my 40s how do i make a good decision",2,23
1132,Are you a boy or a girl?,2,7
1133,Do I need to rest after getting the vaccine,2,9
1134,Do I need a vaccine if I already had covid?,2,10
1135,Where can i find the insert listing ingredients for the vaccine?,2,11
1136,can vaccinated people spread covid?,2,5
1137,PERSON a seguito di inoculazione di vaccino,2,7
1138,Why you should get vaccinated,2,5
1139,How many  Vaccinated people  get COVID-19,2,6
1140,What are symptoms of the virus,2,6
1141,masks,2,1
1142,Is eating PERSON helpful against Covid-19?,2,6
1143,I had covid in September of 2020. Am I still immune?,2,11
1144,Spike protein causes micro clotting.,2,5
1145,What is delta plus?,2,4
1146,I hate shots,2,3
1147,testing - classifier,2,3
1148,Emergency approved only,2,3
1149,"I have RA, will the vaccine be able to protect me since I have a  comprised immune system",2,18
1150,how long is the vaccine effect?,2,6
1151,Is the covid vaccine FDA  approved,2,6
1152,Why young people are less vaccinated?,2,6
1153,Why can't we just use ivermectin?,2,6
1154,PERSON I'd eat your hole and taste the abortion,2,9
1155,testing - I want to drink,2,6
1156,Covid and tribes,2,3
1157,what is the difference between natural immunity/antibodies and vaccination?,2,9
1158,Booster for immune compromised?,2,4
1159,How many people have not gotten the vaccine yet?,2,9
1160,What is the small chance?,2,5
1161,Is the vaccine bad if I don't get the vaccine,2,10
1162,Was COVID made up?,2,4
1163,Does Mrna affect dna,2,4
1164,how is covid-19 in USA now ?,2,7
1165,Will the virus attack people who write council previews?,2,9
1166,Is covaxin safe?,2,3
1167,What about shedders ...will they kill unvaccinated people,2,8
1168,do air filters help,2,4
1169,Are the current COVID vaccines effective against the Delta Variant?,2,10
1170,microtubules,2,1
1171,How long has mrna been researched?,2,6
1172,scary,2,1
1173,How will the pandemic end,2,5
1174,How do you know they are safe ?,2,8
1175,Is the vaccine financed by PERSON?,2,6
1176,Is herd immunity achieved when about 70% of people gets their vaccine?,2,12
1177,what in the vaccines,2,4
1178,will i sleep?,2,3
1179,are young people less likely to get covid,2,8
1180,Masks are useless,2,3
1181,what is emergency use authorization,2,5
1182,Is my natural immunity capable of fighting covid19?,2,8
1183,Is this a conspiracy to depopulate the world?,2,8
1184,Is covid caused by 5g radiation,2,6
1185,How safe is my 1 year old grandson to be around people who refuse the vaccine ?,2,17
1186,"no, I'm good",2,3
1187,how was the vacccine debeloped,2,5
1188,how does the vaccine do in pregnant women?,2,8
1189,no more,2,2
1190,Do I have to expect and sid effects?,2,8
1191,I don't feel informed if covid is dangerous for me. I am a female under 30.,2,16
1192,Sinopharm es eficiente?,2,3
1193,what is the difference between a booster and a second shot,2,11
1194,Didn't help sorry,2,3
1195,How do I talk to somebody who is vaccine hesident?,2,10
1196,what has bill gates to do with the vaccine?,2,9
1197,Do I still have to fear the murder hornets?,2,9
1198,tylenol,2,1
1199,Is it safe for me to get Covid vaccine if I want to get pregnant next year?,2,17
1200,have a vaccine,2,3
1201,How bad is the delta variant for kids?,2,8
1202,Welcher Impfstoff ist der beste?,2,5
1203,Does Pfizer protect from the delta variant,2,7
1204,Depopulation agenda,2,2
1205,Actually you have answered my question,2,6
1206,What if I am pregnant,2,5
1207,What drugs work after you've contacted the virus,2,8
1208,Does a young person need to worry about myocarditis,2,9
1209,change mind,2,2
1210,Did he,2,2
1211,What does spike protein do in youre body,2,8
1212,is the pfizer vaccine safe,2,5
1213,How accurate are rtPCR tests,2,5
1214,Is the Johnson & Johnson vaccine safe?,2,7
1215,How many Latinos are vaccinated against COVID-19 in Maryland,2,9
1216,virus,2,1
1217,covid between doses,2,3
1218,How does the pfizer vaccine work,2,6
1219,"Im pregnant, will the baby be affected",2,7
1220,Can you please show me the data for the pregnancy trials,2,11
1221,PERSON affects can i be,2,5
1222,Will the fda approve a vaccine,2,6
1223,Which are the differences between the vaccines ?,2,8
1224,what is autoimmune complications?,2,4
1225,Is RNA written back to dna,2,6
1226,Who says?,2,2
1227,How effective is Pfizer?,2,4
1228,should i worry about myocarditis,2,5
1229,Wie viele PERSON in Deutschland sind ungeimpft?,2,7
1230,vaccine clotting,2,2
1231,Why are people scared of the vaccine,2,7
1232,Are there any studies ref,2,5
1233,i am 71 yrs old have pre diabetes and am obese.  Should  I get the Pfizer vaccine ?,2,18
1234,"I got Pfizer vaccine, am I susceptible to Delta variant?",2,10
1235,Are vaccinations safe?,2,3
1236,Will the vaccine protect me from the new delta varriant,2,10
1237,covid symptomps,2,2
1238,Does covid vaccine prevent transmission?,2,5
1239,What about long covid?,2,4
1240,What is the benefit of the vaccine,2,7
1241,Tell me about ivermectin,2,4
1242,Hlo good evening,2,3
1243,Any side effects with the J&J vaccine,2,7
1244,Can people who are vaccinated catch covid and be hospitalized,2,10
1245,Do I need the vaccine if I've had Covid-19?,2,9
1246,Can ivermectin cure covid-19?,2,4
1247,Can a vaccinated person receive the virus and transmit without getting sick himself?,2,13
1248,I have nasal allergies and insect urticaria. Is it safe for me to vaccines,2,14
1249,Is the vaccine safe for People with autoimmune disease,2,9
1250,Is the spike protein from HIV?,2,6
1251,how long must I wait after having covid?,2,8
1252,how safe moderna statistics,2,4
1253,do you have information in arabic?,2,6
1254,Okay I have here I have a question to ask,2,10
1255,Where is from Covid?,2,4
1256,Are you going back to the house,2,7
1257,I am not sure if I can get vaccinated,2,9
1258,After being vaccinated can you still get covid 19,2,9
1259,How much rare are the reaction?,2,6
1260,Spike vs nucleocapsid antibodies,2,4
1261,Tell me about the bio-distribution of the vaccine.,2,8
1262,What part of the cell do the vaccines enter?,2,9
1263,How long does natural immunity last compared to vaccine immunity,2,10
1264,What are the side effects of the vaccines? Which vaccine is the most effective?,2,14
1265,How many people died from covid in Saudi Arabia this month,2,11
1266,could I drink after getting vaccitaned,2,6
1267,Can u catch aids,2,4
1268,what if my doctor told me not to,2,8
1269,I got thrombosis,2,3
1270,How safe is the vaccine with Hashimoto disease,2,8
1271,Onde posso encontrar uma vacina?,2,5
1272,bnt,2,1
1273,are vaccine mandatory?,2,3
1274,How many years of safety data exist for COVID-19 vaccines?,2,10
1275,Is sputnik v safe?,2,4
1276,Who owns the patent for the Pfizer vaccine?,2,8
1277,how does an mrna vaccine work?,2,6
1278,Why we have to pay for the vaccine?,2,8
1279,vaccination against delta varian,2,4
1280,What is the Johnson and Johnson vaccine made of?,2,9
1281,What proof is there that Covid is a real threat?,2,10
1282,What is shedding?,2,3
1283,immunocompromised,2,1
1284,The third shot of moderna or pfizer are half or full dose?,2,12
1285,which vaccine is the bedt,2,5
1286,can other vaccines be given at the same time as the COVID vaccine,2,13
1287,I've had covid.  An I immune,2,6
1288,Is COVID AIRBORNE,2,3
